category_name;product_id;product_name;Описание;Состав;Белки в 100 г продукта, гр;Жиры в 100 г продукта, гр;Углеводы в 100 г продукта, гр;Энергетическая ценность в 100 г, ккал;Link
На дачу и пикник;63729;Шаурма с курицей и печеным картофелем;Аппетитный стрит-фуд с запечённой курицей и картофелем, щедро приправленный томатно-майонезным соусом. Солёные огурцы придают шаурме приятную пикантность, а свежие томаты делают её ещё сочнее. Идеально для сытного перекуса. Перед употреблением рекомендуем разогреть шаурму в микроволновке или на сковороде.;"Лаваш (мука пшеничная хлебопекарная высшего сорта, вода питьевая, соль пищевая), курица запеченная (филе куриной грудки охлажденное, филе куриного бедра охлажденное, масло подсолнечное рафинированное дезодорированное, соль пищевая, смесь специй (белый перец, кориандр, корень имбиря молотый, мускатный орех, кардамон, корица, перец душистый, семена горчицы, морковь сушеная, куркума, чеснок сушеный молотый, кумин (целый), перец черный, перец красный чили, базилик сушеный, тимьян сушеный)), соус майонезный (майонез м.д.ж. 67% ""Провансаль"" (масло подсолнечное рафинированное дезодорированное, вода питьевая, сахар, яичный желток, соль, горчичный порошок, регулятор кислотности кислота уксусная), кинза свежая, чеснок свежий), соус на основе томатной пасты (вода питьевая, паста томатная с массовой долей сухих веществ 25-28% (томатная паста), сахар, кинза свежая (зелень), соль пищевая, чеснок свежий, кориандр молотый, приправа аджика (смесь хмели-сунели (базилик, красный острый перец, зелень сушеная  (петрушка, сельдерей, укроп, кориандр, лавровый лист, чабер, пажитник, иссоп, мята, майоран), красный сладкий перец, чеснок, барбарис, соль пищевая)), картофель запеченный (картофель свежий, масло подсолнечное рафинированное дезодорированное, соль пищевая, чеснок сушеный гранулированный, приправа кавказские травы (кинза, петрушка, сельдерей, базилик, чабер садовый), перец черный молотый), огурцы соленые (огурцы свежие, вода питьевая, соль пищевая, укроп), томаты свежие.";9.000;9.900;26.300;230.300;https:\\exemple_link.html411
На дачу и пикник;65276;Голубцы ленивые из мяса птицы, 600 г;Большая порция ленивых голубцов для поклонников домашней кухни. Фарш из нежного куриного филе с рисом, лучком и морковью дополнен мясистыми капустными листами, которые выполняют роль овощного гарнира. Готовятся голубцы в ароматном соусе &laquo,Бешамель&raquo, с томатами. Порция рассчитана на один полноценный приём пищи.;"Голубцы (капуста белокочанная свежая, филе бедра куриное, крупа рисовая отварная (вода питьевая, крупа рисовая шлифованная, соль пищевая), лук репчатый свежий, морковь столовая свежая, яйцо куриное пищевое, масло подсолнечное рафинированное дезодорированное, петрушка свежая (зелень), соль пищевая), соус (вода питьевая, соус ""Бешамель"" (молоко пастеризованное массовая доля жира 3,2%, масло подсолнечное рафинированное дезодорированное, мука пшеничная хлебопекарная высший сорт, соль пищевая), томатная паста (томаты свежие), сахар, орегано сушеный).Продукция производится на предприятии, где используются аллергены: арахис, горчица, кунжут, ракообразные, рыба, орехи, сельдерей, соя.";4.900;1.700;11.200;79.700;https:\\exemple_link.html412
На дачу и пикник;65363;Биточки сочные с пенне, 600 г;Сытная порция сочных биточков из свинины и куриного окорочка с гарниром из идеально сваренных макарон твёрдых сортов пшеницы. Простое и питательное блюдо приготовлено по классическому рецепту. Для обеда или ужина. К нему можно добавить ваш любимый соус и салат из свежих овощей.;макаронные изделия отварные (вода питьевая, макаронные изделия из твёрдых сортов пшеницы (мука из твёрдой пшеницы высшего сорта, вода питьевая), масло подсолнечное рафинированное дезодорированное, соль пищевая), биточки жареные (филе окорочка куриного, свинина (произведено из мороженого сырья), лук репчатый свежий, яйцо куриное пищевое, хлеб пшеничный (мука пшеничная хлебопекарная высший сорт, вода питьевая, сахар, масло подсолнечное рафинированное дезодорированное, соль пищевая, дрожжи хлебопекарные прессованные), вода питьевая, соль пищевая, перец чёрный молотый), масло подсолнечное рафинированное дезодорированное. Продукт производится на предприятии, где используются арахис, горчица, кунжут, орехи, моллюски, ракообразные, рыба, соя, молоко (лактоза), сельдерей. ;10.200;6.700;23.300;194.300;https:\\exemple_link.html413
На дачу и пикник;67267;"Салат ""Разгрузочный"", 500 г";Салат не&nbsp,зря носит такое название&nbsp,— он&nbsp,очень легкий и&nbsp,низкокалорийный, поскольку в&nbsp,его составе только свежие овощи, зелень и&nbsp,нежирная заправка. Яблоко и лимонный сок приятно оттеняют овощи, добавляя кислинку многогранному вкусу. А большую порцию удобно разделить на двоих.;Морковь столовая свежая, свекла столовая свежая, соус (сок лимона прямого отжима, масло подсолнечное рафинированное дезодорированное, сахар, соль пищевая, перец черный молотый), яблоки свежие, корень сельдерея свежий, семена тыквы очищенные жареные, петрушка свежая (зелень).Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, ракообразные, рыба, молоко (лактоза), орехи, соя, яйца.;2.300;9.200;10.600;134.400;https:\\exemple_link.html414
На дачу и пикник;67837;Борщ с говядиной, 1 кг;Большая порция густого ароматного борща, сваренного по традиционному рецепту. Заботливо приготовлен на крепком и прозрачном говяжьем бульоне, с щедрой заправкой из сладкой свёклы, моркови, картофеля, капусты и болгарского перца. Нежная отварная говядина делает это борщ особенно сытным и насыщенным. Идеально сочетается со свежей сметанкой и зерновым хлебом. Вкусно по-домашнему!;бульон говяжий процеженный (вода питьевая, говядина (произведено из охлажденного сырья), соль пищевая, лук репчатый свежий, морковь столовая свежая, корень сельдерея свежий, чеснок свежий), заправка (свёкла столовая свежая, томатная паста массовая доля сухих растворимых веществ 25 % (вода питьевая, томаты свежие), масло подсолнечное рафинированное дезодорированное, сахар, соль пищевая), капуста белокочанная свежая, картофель свежий, говядина отварная (произведено из охлажденного сырья), лук репчатый свежий, морковь столовая свежая, перец сладкий быстрозамороженный, соль пищевая, перец чёрный молотый, лавровый лист, масло подсолнечное рафинированное дезодорированное, укроп свежий (зелень), уксус столовый 9 %Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, молоко (лактоза), орехи, соя, яйца.;4.200;3.600;5.000;69.200;https:\\exemple_link.html415
На дачу и пикник;67887;Шницель куриный в яйце, 360 г;Нежное куриное филе деликатно обжарено до мягкости в яичном кляре. Аппетитно подрумяненное и сочное. К этому классическому блюду подходит любой гарнир и соус. Вкусная идея для обеда или лёгкого ужина. Такое филе можно съесть и на завтрак, если хочется набраться сил на целый день.;филе грудки куриное, меланж яичный жидкий пастеризованный, мука пшеничная хлебопекарная высшего сорта, луковый сок (лук репчатый свежий), масло подсолнечное рафинированное дезодорированное, соль пищевая, перец белый молотый.Продукция производится на предприятии, где используются аллергены: арахис, горчица, моллюски, рыба, молоко (лактоза), орехи, сельдерей, соя.;19.000;8.000;8.000;180.000;https:\\exemple_link.html416
На дачу и пикник;68060;Салат из летних овощей, 380 г;Большая порция салата из пекинской капусты, сочной моркови, хрустящих огурцов, ароматного редиса, кабачков и отварного яйца. Свежий вкус овощей подчёркивает майонезная заправка с дижонской горчицей. Салат отлично дополнит основное блюдо или станет питательным перекусом.;"морковь столовая свежая, яйцо куриное отварное, капуста пекинская свежая,  огурцы свежие,  редис свежий,кабачки свежие,соус (сметана м.д.ж 20% (сливки из коровьего молока, молоко обезжиренное, закваска), майонез м.д.ж 50% (масло подсолнечное рафинированное дезодорированное, вода питьевая,сухой яичный меланж,сахар,соль  пищевая, масло эфирное горчичное, уксус столовый 9%), сахар, горчица зерненая (вода питьевая, семена горчицы, спиртовой уксус, соль пищевая), сок лимона прямого отжима, соль пищевая)).  			Продукция производится на предприятии, где используются аллергены: арахис, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, орехи, сельдерей, соя.";3.100;5.200;5.700;82.000;https:\\exemple_link.html417
На дачу и пикник;68407;Шницель куриный, 360 г;Большая порция нежнейших куриных отбивных в золотистом кляре, дополненных пармезаном для более выразительного вкуса. Ваш идеальный обед по-домашнему, который осталось лишь разогреть и дополнить любимым гарниром.;филе куриной грудки, сухари панировочные (мука пшеничная хлебопекарная высшего сорта, вода питьевая, дрожжи  хлебопекарные прессованные), масло подсолнечное рафинированное дезодорированное, меланж яичный жидкий пастеризованный, сыр твердый «Пармезан» м.д.ж. в сухом веществе 40 % ( молоко нормализованное пастеризованное, закваска культур молочнокислых микроорганизмов, молокосвертывающий ферментный препарат микробного происхождения, соль пищевая, уплотнитель-хлорид кальция), мука пшеничная хлебопекарная высшего сорта, вода питьевая, лук репчатый свежий, соль пищевая, перец белый молотыйПродукция производится на предприятии, где используются аллергены: арахис, горчица, орехи.;17.000;15.600;12.500;258.400;https:\\exemple_link.html418
На дачу и пикник;68413;Чиабатта с индейкой су-вид и горчичным соусом;Пышная, идеально пропечённая чиабатта с сочной начинкой из индейки, сыра и овощей. Индейка в соевом соусе и специях приготовлена деликатным способом су-вид, на водяной бане, сохраняющим вкус и аромат.  Сладкие свежие томаты, хрустящий салат Айсберг и нежная моцарелла приправлены пряным горчичным соусом. Сытно и аппетитно. На завтрак, ланч или лёгкий ужин.;чиабатта (мука пшеничная хлебопекарная высшего сорта, вода питьевая, масло подсолнечное рафинированное дезодорированное, сахар, крупа манная, дрожжи хлебопекарные прессованные (дрожжи (Saccharomyces cerevisiae)), соль пищевая), индейка су-вид (филе грудки индейки, соус соевый (вода питьевая, соевые бобы, пшеница, соль пищевая), горчица  (вода питьевая, горчичный порошок, масло подсолнечное рафинированное дезодорированное, сахар, соль пищевая, регулятор кислотности- кислота уксусная ледяная, уксус винный натуральный, специи  молотые (гвоздика, лавровый лист, мускатный орех), краситель- каротины (бета-каротин)), вода питьевая, чеснок свежий, сок лимона прямого отжима, сахар, соль пищевая, петрушка свежая (зелень), паприка копченая, перец черный молотый), соус горчичный (майонез м.д.ж. 67% (масло подсолнечное рафинированное дезодорированное, вода питьевая, желток яичный, сахар, уксус спиртовой 12%, соль пищевая, молочный белок, сок лимона концентрированный, масло горчичное эфирное), горчица зернистая (вода питьевая, семена горчицы, спиртовой уксус, соль пищевая), горчица  (вода питьевая, горчичный порошок, масло подсолнечное рафинированное дезодорированное, сахар, соль пищевая, регулятор кислотности- кислота уксусная ледяная, уксус винный натуральный, специи  молотые (гвоздика, лавровый лист, мускатный орех), краситель- каротины (бета-каротин)), мед цветочный натуральный), томаты свежие, сыр моцарелла м.д.ж. в сухом веществе 42% (пастеризованное коровье молоко, бактериальная закваска мезофильных и термофильных молочнокислых микроорганизмов, соль пищевая, уплотнитель-хлорид кальция, молокосвертывающий ферментный препарат микробного происхождения), салат айсберг свежийПродукция производится на предприятии, где используются аллергены: кунжут, рыба, орехи, сельдерей.;15.900;13.300;29.800;302.500;https:\\exemple_link.html419
На дачу и пикник;68438;Оладьи куриные, 320 г;Большая порция сочных мясных оладьи из филе куриной грудки, поджаренных до аппетитной золотистой корочки. Для большей сытности оладьи можно дополнить гарниром по вашему вкусу или подать в сопоровождении любимого соуса, предварительно разогрев.;Филе  куриной грудки, лук репчатый свежий, майонез м.д.ж. 65% (масло подсолнечное рафинированное дезодорированное, яичный меланж пастеризованный, сухое молоко м.д.ж. 26 %, горчичный порошок, уксусная кислота 9%), мука пшеничная хлебопекарная высший сорт,  крахмал картофельный, чеснок свежий, соль пищевая, перец черный молотый.Продукция производится на предприятии, где используются аллергены: арахис, орехи.;15.500;12.400;5.300;194.800;https:\\exemple_link.html420
На дачу и пикник;68455;Картофельная вафля со сливочным соусом с грибами;Золотистые картофельные вафли с воздушной пористой текстурой. Подаются с густым соусом из творожного сыра и обжаренных шампиньонов. Идеальны вариант для красивого и сытного завтрака или плотного перекуса.;картофельная вафля (картофель отварной, меланж яичный жидкий пастеризованный, мука пшеничная хлебопекарная высшего сорта, масло подсолнечное рафинированное дезодорированное, разрыхлитель-гидрокарбонат натрия (сода пищевая), соль пищевая),  соус (сыр творожный с массовой долей жира в сухом веществе 72% (творог (молоко обезжиренное, сливки, закваска молочнокислых культур, ферментный препарат микробного происхождения), молочная сыворотка подсырная, сливки, соль пищевая, желатин пищевой), грибы шампиньоны жареные (грибы шампиньоны быстрозамороженные, масло подсолнечное рафинированное дезодорированное), сливки питьевые ультрапастеризованные м.д.ж. 33%, соль пищевая, чеснок сушёный). Продукция производится на предприятии, где используются аллергены: горчица, кунжут, ракообразные, рыба, орехи, сельдерей, соя.;6.700;22.600;21.600;316.600;https:\\exemple_link.html421
На дачу и пикник;68797;Картофельное пюре, 500 г;Большая порция любимого всеми гарнира. Пюре приготовлено с молоком, сливками и сливочным маслом. Поэтому оно нежное и воздушное — совсем как домашнее!;Картофель свежий, молоко питьевое ультрапастеризованное м.д.ж 3,2%, масло сладко-сливочное несоленое м.д.ж 82,5%,сливки питьевые ультрапастеризованные  м.д.ж. 22%, соль пищевая, куркума молотая.Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, орехи, сельдерей, соя, яйца.;2.100;4.900;14.800;111.700;https:\\exemple_link.html422
На дачу и пикник;68802;Щи из свежей капусты с курицей, 1 кг;Целый литр домашних щей — для сытного семейного обеда! Щи приготовлены из свежей капусты, с нежным куриным филе и пассерованными овощами. Такой суп накормит даже самого голодного и не скажется на фигуре, ведь на 100 г приходится меньше 50 ккал.;вода питьевая, бульон куриный процеженный (вода питьевая, субпродукты куриные (ноги,шеи), морковь столовая свежая, лук репчатый свежий, петрушка свежая(зелень), укроп свежий (зелень), лавровый лист),  капуста белокочанная свежая, картофель свежий, филе  куриной грудки, томаты замороженные, лук пассерованный (лук репчатый свежий, масло подсолнечное рафинированное дезодорированное), морковь пассерованная (морковь столовая свежая , масло подсолнечное рафинированное дезодорированное), соль пищевая, петрушка свежая(зелень), укроп свежий (зелень), лавровый лист,куркума, перец черный молотый  Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца.;1.200;2.900;4.100;47.300;https:\\exemple_link.html423
На дачу и пикник;69022;Сырники, 420 г;Большая порция пышных сырничков, запечённых в духовке. Сырники отличаются нежной консистенцией и узнаваемым сладковато-сливочным вкусом, покорившим сердце не одного гурмана. Они идеально подходят для завтрака или перекуса. Рекомендуем сочетать со сметаной, сгущённым молоком или джемами.;Творог м.д.ж.9% (молоко цельное, молоко обезжиренное, заквасочные культуры), мука рисовая, масло подсолнечное рафинированное дезодорированное, сахар, крупа манная, кукурузный крахмал, яйцо куриное пищевое, соль пищеваяПродукция производится на предприятии, где используются аллергены: арахис, кунжут, орехи.;15.600;10.500;27.400;266.500;https:\\exemple_link.html424
На дачу и пикник;69093;Гречневая лапша с индейкой, 600 г;Гречневая соба с сочными овощами и кусочками питательной индейки, заправленная пряным соусом &laquo,терияки&raquo,. Это блюдо в азиатском стиле особенно оценят те, кто не любит острое. Прекрасный выбор для лёгкого обеда или плотного перекуса, который удобно разделить на двоих.;лапша гречневая соба отварная  (вода питьевая, лапша гречневая соба (мука пшеничная хлебопекарная высшего сорта, мука гречневая, соль пищевая, вода питьевая), масло подсолнечное  рафинированное дезодорированное, соль пищевая), филе грудки индейки, соус терияки (вода питьевая, сахар, соус соевый (вода питьевая, соевые бобы, пшеница, соль пищевая), вишня быстрозамороженная (без косточки), апельсины свежие, корень имбиря свежий, чеснок свежий, корица (палочки)), перец сладкий свежий, морковь столовая свежая, кабачки свежие, соус соевый (вода питьевая, соевые бобы, пшеница, соль пищевая), масло кунжутное рафинированное, кинза свежая (зелень), соль пищевая, масло подсолнечное  рафинированное дезодорированное, семена кунжута белые, семена кунжута черные, тимьян свежий, перец черный молотыйПродукция производится на предприятии, где используются аллергены: арахис, горчица, диоксид серы (сульфиты), моллюски, ракообразные, рыба, молоко (лактоза), орехи, сельдерей, яйца.;7.900;4.800;10.300;116.000;https:\\exemple_link.html425
На дачу и пикник;69649;Оладьи печеночные, 300 г;Нежные печеночные оладьи — простое и вкусное мясное блюдо, которое мы старательно приготовили из свежих ингредиентов к вашему столу. Мягкие и сочные печеночные оладьи понравятся всей семье, а еще это верный способ добавить такой полезный продукт, как печень, в рацион особенно избирательных гурманов.;лук репчатый свежий, субпродукты говяжьи (печень) (произведено из мороженого сырья),  морковь столовая свежая, мука пшеничная хлебопекарная высшего сорта, масло подсолнечное рафинированное дезодорированное, молоко питьевое ультрапастеризованное м.д.ж. 3,2% (молоко нормализованное), меланж яичный жидкий пастеризованный, соль пищевая, перец чёрный молотый.   Продукция производится на предприятии, где используются аллергены: арахис, горчица, кунжут, моллюски, ракообразные, рыба, орехи, сельдерей, соя.;10.900;11.400;16.200;211.000;https:\\exemple_link.html426
На дачу и пикник;69757;Сырники с малиновой начинкой, 480 г;Нежные сырники с сочной начинкой из натурального малинового наполнителя станут отличным началом дня. Воздушные, с мягким молочно-ягодным вкусом, они придутся по душе всей семье. К тому же, большая порция создана специально, чтобы делиться.;творог м.д.ж. 9% (молоко цельное, молоко обезжиренное, закваска (смесь лактококков и термофильных молочнокислых стрептококков), молокосвёртывающий фермент микробного происхождения), сахар, наполнитель «Малина» (сахар, вода питьевая, малина (крошка) замороженная, крахмал кукурузный, ароматизатор натуральный «Малина»), масло подсолнечное рафинированное дезодорированное, мука пшеничная хлебопекарная высшего сорта, сухари панировочные пшеничные (мука пшеничная хлебопекарная высшего сорта, крахмал кукурузный, соль пищевая, разрыхлитель гидрокарбонат натрия (сода пищевая)), меланж яичный сухой, соль пищевая.Продукция производится на предприятии, где используются аллергены: соя.;14.400;12.800;21.800;260.000;https:\\exemple_link.html427
На дачу и пикник;69758;Сэндвич ролл с курицей Том Ям;Пикантный сэндвич-ролл для ценителей тайской кухни! В его основе — нежная отварная курица, свежие овощи и полный всевозможных оттенков соус Том Ям. Во вкусе можно ощутить и приятную остроту специй, и нежные нотки кокоса и тонкую кислинку лайма. Перекус будет сытным и ярким!;Лаваш пшеничный (мука пшеничная хлебопекарная высшего сорта, вода питьевая, соль пищевая), филе куриной грудки вареное (филе куриной грудки, масло подсолнечное рафинированное дезодорированное, соль пищевая, паприка копченая молотая, чеснок сушеный), огурец свежий, майонез м.д.ж. 67% (масло подсолнечное рафинированное дезодорированное, вода питьевая, сахар, желток яичный сухой, соль пищевая, горчичный порошок, уксус столовый 9%), паста «Том-Ям» (перец острый свежий, масло подсолнечное рафинированное дезодорированное, имбирь свежий, сахар, лук-шалот свежий, чеснок свежий, соус рыбный (экстракт анчоуса, соль пищевая, сахар), стебель лемонграсса сушеный молотый, соль пищевая, регулятор кислотности-кислота лимонная, корень галангала сушеный молотый, перец кайенский молотый, каффир-лайм лист сушеный молотый), капуста белокочанная свежая, молоко цельное сгущенное с сахаром м.д.ж. 8,5% (молоко цельное, молоко обезжиренное, сахар (сахароза, лактоза)), переработанная мякоть кокосового ореха (мякоть кокосового ореха, вода питьевая, стабилизатор-камедь ксантановая), лук репчатый жареный (лук репчатый свежий, масло подсолнечное рафинированное дезодорированное, мука пшеничная хлебопекарная высшего сорта, соль пищевая), лук зеленый свежий, кинза свежая (зелень), стебель сельдерея свежий, пюре лайма замороженное Продукция производится на предприятии, где используются аллергены: кунжут, орехи, соя.;11.300;12.400;26.100;261.200;https:\\exemple_link.html428
На дачу и пикник;69881;Перец фаршированный с куриным фаршем, 900 г;Фаршированные перцы — одно из блюд, которые так любят подавать по случаю торжества. И не случайно: сочетание нежного куриного фарша, риса и сочных сладких перцев попадает в самую десятку! Мы приготовили большую порцию именно таких, домашних перчиков, чтобы сэкономить ваше время во время праздничной суматохи. Просто разогрейте их в духовке или микроволновой печи перед подачей, и никто не заметит подмены.;Вода питьевая, перец сладкий свежий, фарш куриный (филе грудки куриной, филе бедра куриного), крупа рисовая отварная (вода питьевая, крупа рисовая), морковь столовая жареная (морковь столовая свежая, масло подсолнечное рафинированное дезодорированное), лук репчатый жаренный (лук репчатый свежий, масло подсолнечное рафинированное дезодорированное), томатная паста м.д. растворимых сухих веществ 25-28% , морковь столовая свежая, лук репчатый свежий, укроп свежий (зелень), соль пищевая, перец черный молотый, чеснок свежий, крахмал картофельный. Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца.;4.500;1.700;8.500;67.300;https:\\exemple_link.html429
На дачу и пикник;70075;"Зразы картофельные с фаршем трески с соусом ""Тартар"", 460 г";Ароматные зразы из воздушного картофельного пюре и филе атлантической трески деликатно подрумянены в панировке. Их легкий вкус подчеркивает соус Тартар из йогурта и майонеза с маринованными огурчиками. Отменно вкусно на обед или ужин. Большой порции хватит для всей семьи или друзей.;зразы картофельные с фаршем трески (картофель свежий, фарш трески атлантической (филе трески атлантической без кожи (треска атлантическая (произведено из мороженого сырья)), масло подсолнечное рафинированное дезодорированное, сухари панировочные (мука пшеничная хлебопекарная высшего сорта, вода питьевая, дрожжи хлебопекарные прессованные)), лук порей свежий, сливки питьевые пастеризованные м.д.ж. 10% , масло сладко-сливочное несолёное м.д.ж. 82,5 % (пастеризованные сливки), крахмал картофельный, соль пищевая, пищевые растительные волокна (пшеничные), желток яичный жидкий пастеризованный, чеснок свежий, перец чёрный молотый), соус «Тартар» (йогурт натуральный м.д.ж. 3,2% (молоко цельное, молоко обезжиренное восстановленное, йогуртовая закваска (термофильные молочнокислые стрептококки, болгарская молочнокислая палочка)), майонез Провансаль м.д.ж. 67% (масло подсолнечное рафинированное дезодорированное, вода питьевая, сахар, яичный желток жидкий, соль пищевая, уксус спиртовой 20%, масло горчичное нерафинированное), огурцы маринованные (огурцы свежие, соль пищевая, сахар, кислота уксусная 70%, вода питьевая), укроп свежий(зелень)).Продукция производится на предприятии, где используются аллергены: арахис, кунжут, моллюски, ракообразные, орехи, сельдерей, соя.;5.100;16.200;23.800;261.400;https:\\exemple_link.html430
На дачу и пикник;70085;Картофель запеченный с чесноком и паприкой, 400 г;Большая порция золистых картофельных ломтиков, запечённых с пряными специями. Картофель можно подать в качестве закуски или универсального гарнира, ведь он одинаково замечательно сочетается как с мясными и рыбными, так и с овощными блюдами.;Картофель свежий, масло подсолнечное рафинированное дезодорированное, соль пищевая, чеснок сушеный гранулированный, паприка красная копченая молотаяПродукция производится на предприятии, где используются аллергены: горчица, злаки, содержащие глютен, кунжут, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца.;2.100;3.100;17.300;105.500;https:\\exemple_link.html431
На дачу и пикник;70530;"Онигири ""Филадельфия""";Японский рисовый сэндвич со слабосолёной форелью и нежным соусом на основе сметаны.Онигири лишь на первый взгляд похожи на роллы. На самом деле это самостоятельное блюдо, которое не принято дополнять имбирём и васаби, а ещё к нему не нужны приборы. Отдельного внимания заслуживает упаковка. Она задумана так, что лист водорослей не соприкасается с рисом до момента вскрытия, а потому остаётся хрустящим.Не забудьте заказать соевый соус &lpar,https:&sol,&sol,vkusvill.ru&sol,goods&sol,sous-soevyy-16353.html&rpar,. В Японии онигири едят без него, но нам кажется, что с соусом аппетитнее!Как правильно есть онигири? Пошаговая инструкция:1. Возьмите онигири в руку и потяните за красную ленточку. Ведите её до тех пор, пока она не прорвёт упаковку и не разделит её на две части. Важно, чтобы ленточка выскочила из онигири.2. Придерживая онигири, свободной рукой аккуратно потяните за упаковку с противоположного угла.3. По аналогии освободите онигири от упаковки с другой стороны. Получится лист нори с рисовым треугольником внутри.4. Аккуратно загните уголки водорослей.5. Ешьте с удовольствием!;"крупа рисовая отварная (крупа рисовая шлифованная, вода питьевая, масло подсолнечное рафинированное дезодорированное), сметана м.д.ж. 20% (сливки нормализованные, закваска молочнокислых культур),  филе форели радужной слабосолёное (форель радужная (Oncorhynchus mykiss) (продукция аквакультуры, произведено из мороженого сырья), соль пищевая, сахар), соус для риса (вода питьевая, уксус рисовый 4,5% (вода питьевая, крупа рисовая), сахар, соль пищевая, водоросли морские сушеные Вакаме  рода Ундария), майонез м.д.ж. 67% (масло подсолнечное рафинированное дезодорированное, вода питьевая, сахар, яичный желток жидкий, соль пищевая, уксус спиртовой 20%, масло горчичное нерафинированное), водоросли морские сушёные ""Тидори"", сок лимона прямого отжима, соль пищевая.  Продукция производится на предприятии, где используются аллергены: арахис, злаки, содержащие глютен, кунжут, моллюски, ракообразные, орехи, сельдерей, соя.";5.400;6.900;36.800;230.900;https:\\exemple_link.html432
